"C14ID","SiteID","C14Age","C14Error","LabCode","deltaC13","deltaC13Error","Material","calCurve","Region","Ref"
366,5,4680,50,"Beta-112353",-27.4,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
367,5,4650,50,"Beta-111795",-32.5,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
368,5,4553,45,"NUTA2-720",-24.8,NA,"Pottery Food Residue","intcal13",2,"Kunikita et al 2008 table 3"
369,5,4570,50,"Beta-112349",-31.7,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
370,5,4600,50,"Beta-112350",-28.2,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
372,5,4680,50,"Beta-112352",-24.2,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
374,5,4430,40,"NUTA2-628",-25.8,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
375,5,4640,50,"Beta-112348",-26.5,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
376,44,4510,40,"Beta-199693",-25.2,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
378,44,4470,40,"IAAA-51678",-30.4,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
379,44,4700,40,"IAAA-51679",-27,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
380,10,4470,40,"Beta-137327",-26.2,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
381,10,4440,40,"Beta-137328",-24.1,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
382,10,4460,40,"Beta-137329",-27,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
383,10,4560,40,"Beta-137330",-26.4,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
384,10,4470,40,"Beta-137331",-26.5,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
385,5,4560,50,"Beta-112346",-26.5,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
386,5,4430,50,"Beta-112347",-28.9,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
387,5,4678,40,"NUTA2-625",-25.2,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
388,5,4469,40,"NUTA2-623",-25.5,NA,"Pottery Food Residue","intcal13",2,"Kunikita et al 2008 table 3"
389,6,4460,40,"Beta-194378",-26.3,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
392,31,4450,40,"IAAA-60531",-25.2,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
393,31,4570,40,"IAAA-60532",-26.4,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
395,5,4420,60,"Beta-112340",-25.8,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
397,5,4465,41,"NUTA2-629",-24.6,NA,"Pottery Food Residue","intcal13",2,"Kunikita et al 2008 table 3"
398,5,4470,50,"Beta-112337",-27.1,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
399,5,4410,60,"Beta-112338",-26.9,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
400,5,4400,50,"Beta-112339",-25.2,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
401,6,3900,40,"Beta-162501",-24.9,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
402,6,4410,40,"Beta-162502",-25.5,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
403,5,4330,50,"Beta-112342",-29,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
404,5,4490,70,"Beta-111794",-28.4,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
405,5,4800,60,"Beta-116077",-25.7,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
406,5,4660,60,"Beta-116078",-25.2,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
407,5,4630,60,"Beta-116080",-27.4,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
409,6,4510,40,"Beta-194379",-26.5,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
410,46,4420,40,"Beta-162482",-26.7,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
411,5,4397,42,"NUTA2-622",-26,NA,"Pottery Food Residue","intcal13",2,"Kunikita et al 2008 table 3"
412,5,4100,50,"Beta-112345",-28.7,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
413,5,4520,60,"Beta-116079",-26,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
414,5,3880,50,"Beta-112343",-31.3,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
415,5,3910,50,"Beta-112344",-32.1,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
416,6,4450,40,"IAAA-60561",-31.1,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
417,15,3990,40,"Beta-194374",-26.3,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
419,35,3600,40,"Beta-167980",-26.2,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
420,35,3550,40,"Beta-167981",-25.8,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
422,1,3660,40,"Beta-174433",-26,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
425,35,3620,40,"Beta-167982",-24.8,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
426,1,3710,40,"Beta-174434",-25,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
428,23,3600,40,"Beta-199661",-26.2,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
429,23,3640,40,"Beta-199662",-25.8,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
430,45,3720,40,"Beta-149642",-26.2,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
431,40,3660,40,"Beta-156600",-24.5,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
432,40,3660,40,"Beta-156601",-27,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
433,40,3660,40,"Beta-148915",-29,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
434,40,3710,40,"Beta-148916",-26.9,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
435,40,3670,40,"Beta-148917",-24.5,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3"
436,48,3260,40,"Beta-137342",-24.6,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
437,48,3260,40,"Beta-137343",-24.2,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
438,14,3220,40,"Beta-186363",-25.9,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
439,49,2540,50,"Beta-158787",-26,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
440,49,3050,50,"Beta-158788",-28.1,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
441,45,3020,40,"Beta-149640",-27.9,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
442,45,3130,40,"Beta-149641",-27.9,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
443,45,3050,50,"IAAA-10312",-27.1,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
444,45,3720,60,"IAAA-10313",-31.7,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3"
450,35,4390,40,"Beta-174953",-26.2,NA,"Charred Remain","intcal13",2,"http://sitereports.nabunken.go.jp/en/1735"
451,35,4180,40,"Beta-174954",-25.8,NA,"Charred Remain","intcal13",2,"http://sitereports.nabunken.go.jp/en/1735"
452,35,3640,40,"Beta-183657",-26.4,NA,"Charred Remain","intcal13",2,"http://sitereports.nabunken.go.jp/en/1735"
453,35,4730,40,"Beta-183658",-27,NA,"Charred Remain","intcal13",2,"http://sitereports.nabunken.go.jp/en/1735"
454,35,3720,40,"Beta-183659",-25,NA,"Charred Remain","intcal13",2,"http://sitereports.nabunken.go.jp/en/1735"
455,37,3900,50,"Beta-167979",-28.1,NA,"Wood","intcal13",2,"http://sitereports.nabunken.go.jp/1036"
457,51,3100,40,"IAAA-31759",-24.41,0.82,"Wood","intcal13",2,"http://sitereports.nabunken.go.jp/1407"
458,51,4460,60,"IAAA-31760",-24.3,0.72,"Wood","intcal13",2,"http://sitereports.nabunken.go.jp/1407"
459,51,30110,30,"IAAA-31761",-25.56,0.79,"Wood","intcal13",2,"http://sitereports.nabunken.go.jp/1407"
462,51,3510,26,"PLD-7690",-26.59,NA,"Pottery Food Residue","intcal13",2,"http://sitereports.nabunken.go.jp/1407"
464,51,4718,25,"PLD-7367",-26.55,NA,"Pottery Food Residue","intcal13",2,"http://sitereports.nabunken.go.jp/1407"
465,51,4452,26,"PLD-7691",-28.65,NA,"Pottery Food Residue","intcal13",2,"http://sitereports.nabunken.go.jp/1407"
466,51,4724,25,"PLD-7368",-24.88,NA,"Pottery Food Residue","intcal13",2,"http://sitereports.nabunken.go.jp/1407"
467,51,4517,25,"PLD-7369",-29.15,NA,"Pottery Food Residue","intcal13",2,"http://sitereports.nabunken.go.jp/1407"
471,51,3146,22,"PLD-7692",-29.07,NA,"Organic","intcal13",2,"http://sitereports.nabunken.go.jp/1407"
475,51,7217,29,"PLD-13026",-26.23,NA,"Charred Remain","intcal13",2,"http://sitereports.nabunken.go.jp/1407"
479,14,3890,40,"Beta-162504",-28.8,NA,"Charred Remain","intcal13",2,"青森県文化財調査報告書第344集"
504,42,4709,34,"IAAA-82229",-24.02,NA,"Wood","intcal13",2,"青森県文化財調査報告書第488集"
506,42,4850,38,"IAAA-82231",-25.16,NA,"Wood","intcal13",2,"青森県文化財調査報告書第488集"
507,42,4806,36,"IAAA-82232",-25.3,NA,"Wood","intcal13",2,"青森県文化財調査報告書第488集"
510,42,4810,38,"IAAA-82235",-25.11,NA,"Wood","intcal13",2,"青森県文化財調査報告書第488集"
511,42,4817,36,"IAAA-82236",-25.16,NA,"Wood","intcal13",2,"青森県文化財調査報告書第488集"
512,42,4823,34,"IAAA-82237",-24.14,NA,"Wood","intcal13",2,"青森県文化財調査報告書第488集"
513,42,4936,38,"IAAA-82238",-26.03,NA,"Wood","intcal13",2,"青森県文化財調査報告書第488集"
514,60,4678,25,"IAAA-90493",-27.05,NA,"Charcoal","intcal13",2,"青森県文化財調査報告書第488集"
515,60,4147,23,"IAAA-90494",-29.74,NA,"Charcoal","intcal13",2,"青森県文化財調査報告書第488集"
516,60,4123,27,"IAAA-90495",-24.52,NA,"Charcoal","intcal13",2,"青森県文化財調査報告書第488集"
517,60,4134,24,"IAAA-90496",-24.95,NA,"Charcoal","intcal13",2,"青森県文化財調査報告書第488集"
518,60,4114,26,"IAAA-90497",-25.86,NA,"Charcoal","intcal13",2,"青森県文化財調査報告書第488集"
534,47,2980,40,"Beta-149616",-25.2,NA,"Charred Remain","intcal13",2,"青森県文化財調査報告書第320集"
535,47,2890,40,"Beta-149617",-25.8,NA,"Charred Remain","intcal13",2,"青森県文化財調査報告書第320集"
536,47,2970,40,"Beta-156586",-24.5,NA,"Charred Remain","intcal13",2,"青森県文化財調査報告書第320集"
537,47,2680,50,"Beta-156587",-25.5,NA,"Charred Remain","intcal13",2,"青森県文化財調査報告書第320集"
538,47,3010,50,"Beta-156588",-25.3,NA,"Charred Remain","intcal13",2,"青森県文化財調査報告書第320集"
539,47,6610,70,"Beta-156589",-25.4,NA,"Charred Remain","intcal13",2,"青森県文化財調査報告書第320集"
540,47,2700,50,"Beta-156590",-24.5,NA,"Charred Remain","intcal13",2,"青森県文化財調査報告書第320集"
542,47,3690,40,"Beta-162474",-27.1,NA,"Charred Remain","intcal13",2,"青森県文化財調査報告書第351集"
543,47,3570,40,"Beta-169645",-25.3,NA,"Charred Remain","intcal13",2,"青森県文化財調査報告書第351集"
544,47,2860,40,"Beta-162476",-28.4,NA,"Charred Remain","intcal13",2,"青森県文化財調査報告書第351集"
567,72,4030,40,"IAAA-71851",-27.67,NA,"Wood","intcal13",2,"青森県文化財調査報告書第469集"
568,72,4030,40,"IAAA-71852",-30.36,NA,"Wood","intcal13",2,"青森県文化財調査報告書第469集"
569,72,3990,30,"IAAA-80659",-25.38,NA,"Wood","intcal13",2,"青森県文化財調査報告書第469集"
570,73,3616,30,"IAAA-81501",-26.16,NA,"Pottery Food Residue","intcal13",2,"青森県文化財調査報告書第474集"
572,73,3599,28,"IAAA-81503",-27.41,NA,"Pottery Food Residue","intcal13",2,"青森県文化財調査報告書第474集"
573,73,3680,29,"IAAA-81504",-24.6,NA,"Pottery Food Residue","intcal13",2,"青森県文化財調査報告書第474集"
575,73,3611,28,"IAAA-81506",-27.05,NA,"Pottery Food Residue","intcal13",2,"青森県文化財調査報告書第474集"
583,23,3750,40,"Beta-199663",-26.2,NA,"Charred Remain","intcal13",2,"青森県文化財調査報告書第412集"
704,142,7170,50,"MTC-05218",-24.2,NA,"Pottery Food Residue","intcal13",1,NA
705,142,7110,45,"MTC-05219",-24.1,NA,"Pottery Food Residue","intcal13",1,NA
707,142,7155,45,"MTC-05081",-27.1,NA,"Charred Remain","intcal13",1,NA
709,142,7420,40,"Beta-197018",-26.9,NA,"Charred Remain","intcal13",1,NA
732,106,6230,40,"Beta-157919",-25.2,NA,"Charred Remain","intcal13",1,NA
733,106,6230,50,"Beta-157921",-25.8,NA,"Charred Remain","intcal13",1,NA
734,106,6220,40,"MTC-04906",-27.4,NA,"Charred Remain","intcal13",1,NA
735,158,5810,50,"IAAA-31129",-27.23,0.88,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
736,158,5860,40,"Beta-189954",-25.1,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
737,158,5600,40,"IAAA-31130",-37.32,0.68,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
738,158,5590,40,"Beta-189955",-25.9,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
739,159,5090,30,"IAAA-11633",-28.22,0.74,"Charred Remain","intcal13",1,"Kobayashi Personal"
740,159,5120,30,"IAAA-11634",-28.74,0.7,"Charred Remain","intcal13",1,"Kobayashi Personal"
745,162,4550,50,"IAAA-30038",-27.47,1.84,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
746,162,4790,40,"Beta-189942",-24.6,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
747,163,5285,40,"MTC-05224",-28,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
748,163,5355,40,"MTC-05225",-28.5,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
749,163,5300,40,"MTC-05226",-31.1,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
750,114,5110,30,"IAAA-11629",-25.4,0.67,"Charred Remain","intcal13",1,"Kobayashi Personal"
751,135,4330,40,"Beta-201262",-26.5,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
752,135,4110,40,"Beta-201263",-27.4,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
753,135,4210,40,"Beta-201264",-28.2,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
754,135,4440,40,"Beta-201266",-26.2,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
755,135,4380,40,"Beta-201265",-28.2,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
756,135,4110,40,"MTC-05835",-25.5,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
757,135,4070,45,"MTC-05836",-28.3,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
758,135,4515,45,"MTC-05837",-24.8,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
759,135,4155,45,"MTC-05839",-26.4,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
760,135,4475,45,"MTC-05840",-26.5,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
761,135,4420,45,"MTC-05841",-29.7,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
762,135,4175,40,"MTC-05842",-27.2,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
763,135,4475,45,"MTC-05838",-26.2,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
764,163,5265,30,"PLD-4136",-29.9,0.12,"Seed/Nut","intcal13",1,"Kobayashi Personal"
765,163,5280,30,"PLD-4137",-26.19,0.12,"Seed/Nut","intcal13",1,"Kobayashi Personal"
766,163,5255,30,"PLD-4138",-27.15,0.12,"Seed/Nut","intcal13",1,"Kobayashi Personal"
767,163,5235,30,"PLD-4139",-26.94,0.17,"Seed/Nut","intcal13",1,"Kobayashi Personal"
768,163,5290,30,"PLD-4140",-26.6,0.15,"Seed/Nut","intcal13",1,"Kobayashi Personal"
769,163,5220,30,"PLD-4141",-26.6,0.18,"Seed/Nut","intcal13",1,"Kobayashi Personal"
770,163,5290,30,"PLD-4142",-28.29,0.13,"Seed/Nut","intcal13",1,"Kobayashi Personal"
772,163,5420,30,"PLD-4144",-26.02,0.12,"Seed/Nut","intcal13",1,"Kobayashi Personal"
773,163,5315,30,"PLD-4145",-29.02,0.17,"Seed/Nut","intcal13",1,"Kobayashi Personal"
776,158,5545,25,"PLD-4455",-25.09,0.19,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
777,158,5630,25,"PLD-4456",-25.23,0.12,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
779,135,4555,40,"MTC-06387",-27.8,NA,"Wood","intcal13",1,"Kobayashi Personal"
780,135,4550,40,"MTC-06388",-25.8,NA,"Wood","intcal13",1,"Kobayashi Personal"
781,163,5275,25,"PLD-5192",-26.2,0.11,"Seed/Nut","intcal13",1,"Kobayashi Personal"
782,163,5275,25,"PLD-5193",-29.39,0.11,"Seed/Nut","intcal13",1,"Kobayashi Personal"
783,163,5350,25,"PLD-5194",-24.66,0.15,"Seed/Nut","intcal13",1,"Kobayashi Personal"
784,163,5360,25,"PLD-5195",-26.1,0.11,"Seed/Nut","intcal13",1,"Kobayashi Personal"
785,163,5315,25,"PLD-5196",-25.65,0.12,"Seed/Nut","intcal13",1,"Kobayashi Personal"
786,163,5275,25,"PLD-5197",-26.99,0.11,"Seed/Nut","intcal13",1,"Kobayashi Personal"
787,163,5285,25,"PLD-5198",-26.28,0.13,"Seed/Nut","intcal13",1,"Kobayashi Personal"
788,163,5260,25,"PLD-5199",-28.16,0.14,"Seed/Nut","intcal13",1,"Kobayashi Personal"
789,163,5280,25,"PLD-5200",-26.25,0.11,"Seed/Nut","intcal13",1,"Kobayashi Personal"
790,163,5315,25,"PLD-5201",-24.81,0.12,"Seed/Nut","intcal13",1,"Kobayashi Personal"
793,135,4050,30,"MTC-06732",-29.8,NA,"Wood","intcal13",1,"Kobayashi Personal"
796,132,5160,60,"PLD-5972",-47.15,1.85,"Charred Remain","intcal13",1,"Kobayashi Personal"
797,132,5245,30,"PLD-5973",-27.97,0.13,"Charred Remain","intcal13",1,"Kobayashi Personal"
799,164,5315,25,"PLD-10718",-26.18,0.13,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
800,164,5760,25,"PLD-10719",-24.98,0.12,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
801,164,5760,25,"PLD-10720",-26.98,0.14,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
802,164,5355,25,"PLD-10721",-25.47,0.29,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
803,164,5730,25,"PLD-10722",-24.68,0.14,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
804,164,5440,25,"PLD-10723",-26.05,0.26,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
805,164,5450,25,"PLD-10724",-26.7,0.17,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
806,164,5860,25,"PLD-10725",-25.6,0.18,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
807,164,5325,25,"PLD-10726",-26.91,0.16,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
808,164,5740,25,"PLD-10727",-27,0.19,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
809,164,5930,25,"PLD-10728",-28.93,0.15,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
810,164,5715,25,"PLD-10729",-26.7,0.13,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
811,164,5390,25,"PLD-10730",-28.79,0.29,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
814,164,5710,25,"PLD-10732",-26.67,0.2,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
815,164,5560,25,"PLD-10733",-24.15,0.17,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
816,164,5425,25,"PLD-10734",-26.77,0.2,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
817,93,4425,40,"MTC-04359",-27.9,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
818,94,4000,30,"IAAA-11636",-24.74,0.72,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
819,95,4400,40,"Beta-164146",-26.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
820,95,4390,40,"Beta-164145",-24.1,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
821,96,4505,35,"MTC-04313",-26.3,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
822,97,4410,40,"Beta-164148",-27.1,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
823,97,4370,40,"Beta-164147",-26.5,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
824,98,4010,40,"Beta-187222",-25.3,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
826,100,4440,40,"Beta-191841",-26,NA,"Lacquer","intcal13",1,"Kobayashi Personal"
827,100,4450,40,"Beta-191843",-24.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
828,100,4400,40,"Beta-193769",-25.2,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
829,100,4280,40,"Beta-191842",-26.5,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
830,100,4330,45,"MTC-04584",-26.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
831,100,4380,45,"MTC-04585",-24.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
832,101,4460,40,"IAAA-30037",-26.26,1.18,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
834,101,4370,40,"IAAA-30035",-29.5,1.06,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
835,101,4390,40,"IAAA-30036",-28.53,1.29,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
836,101,4490,40,"Beta-189940",-26.5,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
837,103,4170,40,"Beta-171259",-26,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
839,104,4170,40,"Beta-154807",-26.6,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
840,104,4420,40,"Beta-154808",-26.8,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
841,105,4410,40,"Beta-154804",-26.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
842,105,4180,40,"Beta-154806",-26.1,NA,"Lacquer","intcal13",1,"Kobayashi Personal"
843,105,4220,40,"Beta-154803",-28,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
844,105,4250,40,"Beta-154801",-25.9,NA,"Others","intcal13",1,"Kobayashi Personal"
845,105,4160,40,"Beta-154802",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
846,105,4350,40,"Beta-154800",-28.9,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
847,105,4510,40,"Beta-154799",-25.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
848,105,4460,40,"Beta-154797",-25.2,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
849,105,4430,40,"Beta-154798",-28.4,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
850,106,4450,40,"Beta-157910",-25.9,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
851,106,4460,40,"Beta-157911",-26.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
852,106,4510,45,"MTC-04902",-27.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
853,106,4490,40,"Beta-157912",-25.9,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
854,106,4230,40,"Beta-157913",-25.3,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
855,106,4170,40,"Beta-158197",-26.1,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
856,106,4490,40,"Beta-157914",-25.8,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
857,106,4410,40,"MTC-04903",-26,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
858,106,4470,40,"Beta-157915",-25.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
859,106,4430,40,"Beta-157916",-27.3,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
860,106,4480,40,"Beta-157917",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
861,106,4350,40,"Beta-157918",-27.6,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
862,106,4490,40,"Beta-157920",-27,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
863,106,4460,40,"Beta-157922",-25.8,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
864,106,4370,40,"Beta-163299",-24.5,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
865,106,4340,40,"Beta-157923",-25.8,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
866,106,4345,40,"MTC-04904",-27.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
867,106,4280,40,"Beta-157924",-25.9,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
868,106,4440,40,"MTC-04905",-26.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
869,106,4350,40,"Beta-166518",-26.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
871,107,4410,40,"Beta-161099",-24.7,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
872,108,4030,35,"MTC-03306",-29.7,NA,"Lacquer","intcal13",1,"Kobayashi Personal"
873,109,4515,35,"MTC-08564",-28.2,0.5,"Charred Remain","intcal13",1,"Kobayashi Personal"
875,109,4695,40,"MTC-09129",-25.3,0.8,"Charred Remain","intcal13",1,"Kobayashi Personal"
878,109,4625,40,"MTC-09132",-26,0.7,"Charred Remain","intcal13",1,"Kobayashi Personal"
880,109,5900,45,"MTC-09134",-26.9,1.2,"Charred Remain","intcal13",1,"Kobayashi Personal"
881,110,4400,50,"IAAA-31119",-26.9,1.01,"Lacquer","intcal13",1,"Kobayashi Personal"
882,110,4190,40,"IAAA-31120",-26.28,0.71,"Lacquer","intcal13",1,"Kobayashi Personal"
884,110,4595,30,"PLD-5357",-25.3,0.17,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
888,111,4100,40,"IAAA-40500",-25.72,0.74,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
889,111,4060,40,"IAAA-40503",-30.59,0.56,"Charred Remain","intcal13",1,"Kobayashi Personal"
890,112,4425,35,"MTC-05107",-25.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
891,112,4430,35,"MTC-04595",-27.6,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal"
893,114,4490,50,"Beta-171629",-25.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal"
895,114,4430,40,"IAAA-30027",-25.26,1.03,"Charred Remain","intcal13",1,"Kobayashi Personal"
896,114,4470,40,"Beta-171635",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal"
