"C14ID","SiteID","C14Age","C14Error","LabCode","deltaC13","deltaC13Error","Material","calCurve","Region","Ref"
1665,251,3340,70,"Beta-163068",-26.1,NA,"Pottery Food Residue","intcal13",3,"北埋調報180　北海道埋蔵文化財センター"
1666,251,3550,40,"Beta-163069",-24.3,NA,"Pottery Food Residue","intcal13",3,"北埋調報180　北海道埋蔵文化財センター"
1667,256,4000,40,"Beta-164718",-29.1,NA,"Organic","intcal13",3,"北埋調報179　北海道埋蔵文化財センター"
1668,256,3990,40,"Beta-164717",-25.6,NA,"Organic","intcal13",3,"北埋調報179　北海道埋蔵文化財センター"
1669,256,4030,40,"Beta-164716",-26,NA,"Organic","intcal13",3,"北埋調報179　北海道埋蔵文化財センター"
1670,256,4030,40,"Beta-164715",-27.1,NA,"Organic","intcal13",3,"北埋調報179　北海道埋蔵文化財センター"
1671,265,4460,40,"Beta-167410",-27.3,NA,"Charred Remain","intcal13",3,"北埋調報181　北海道埋蔵文化財センター"
1672,265,4090,40,"Beta-167412",-24.3,NA,"Charred Remain","intcal13",3,"北埋調報181　北海道埋蔵文化財センター"
1673,265,4360,60,"Beta-167413",-26.2,NA,"Pottery Food Residue","intcal13",3,"北埋調報181　北海道埋蔵文化財センター"
1674,264,4120,90,"IAA-190",-24.9,NA,"Charred Remain","intcal13",3,"2003 北海道恵庭市発掘調査報告書"
1675,264,4230,100,"IAA-191",-25.7,NA,"Charred Remain","intcal13",3,"2003 北海道恵庭市発掘調査報告書"
1677,263,3100,50,"Beta-155463",-29.3,NA,"Lacquer","intcal13",3,"2003 北海道恵庭市発掘調査報告書"
1679,263,2940,50,"Beta-155465",-29.9,NA,"Lacquer","intcal13",3,"2003 北海道恵庭市発掘調査報告書"
1680,263,3170,40,"Beta-155466",-29.6,NA,"Lacquer","intcal13",3,"2003 北海道恵庭市発掘調査報告書"
1682,263,3190,40,"Beta-155468",-30.1,NA,"Lacquer","intcal13",3,"2003 北海道恵庭市発掘調査報告書"
1683,263,2920,40,"IAAA-10396",-26.84,1.4,"Lacquer","intcal13",3,"2003 北海道恵庭市発掘調査報告書"
1684,262,2540,40,"Beta-150458",-28,NA,"Charred Remain","intcal13",3,"北埋調報195　北海道埋蔵文化財センター"
1685,262,2470,60,"Beta-150459",-27,NA,"Charred Remain","intcal13",3,"北埋調報195　北海道埋蔵文化財センター"
1687,260,2740,40,"IAAA-10569",-24.39,1.37,"Charred Remain","intcal13",3,"札幌市文化財調査報告書71"
1688,260,3670,40,"IAAA-10570",-26.27,1.45,"Charred Remain","intcal13",3,"札幌市文化財調査報告書71"
1689,260,3880,40,"IAAA-10571",-25.99,1.51,"Charred Remain","intcal13",3,"札幌市文化財調査報告書71"
1690,260,3980,40,"IAAA-10572",-24.85,2.59,"Charred Remain","intcal13",3,"札幌市文化財調査報告書71"
1691,260,4150,40,"IAAA-10573",-31.26,1.17,"Charred Remain","intcal13",3,"札幌市文化財調査報告書71"
1692,260,4160,40,"IAAA-10574",-25.68,1.3,"Charred Remain","intcal13",3,"札幌市文化財調査報告書71"
1693,260,4210,40,"IAAA-10575",-26.85,1.16,"Charred Remain","intcal13",3,"札幌市文化財調査報告書71"
1694,259,3680,40,"Beta-186259",-27.2,NA,"Charred Remain","intcal13",3,"北埋調報207　北海道埋蔵文化財センター"
1695,259,3880,40,"Beta-186260",-25.8,NA,"Charred Remain","intcal13",3,"北埋調報207　北海道埋蔵文化財センター"
1696,258,5810,40,"Beta-186222",-24.3,NA,"Charred Remain","intcal13",3,"北埋調報201　北海道埋蔵文化財センター"
1697,258,5780,50,"Beta-186223",-26,NA,"Charred Remain","intcal13",3,"北埋調報201　北海道埋蔵文化財センター"
1700,257,4360,40,"Beta-186202",-25.4,NA,"Charred Remain","intcal13",3,"北埋調報198　北海道埋蔵文化財センター"
1701,257,4150,40,"Beta-186203",-27.9,NA,"Charred Remain","intcal13",3,"北埋調報198　北海道埋蔵文化財センター"
1702,257,4200,40,"Beta-186204",-28.2,NA,"Charred Remain","intcal13",3,"北埋調報198　北海道埋蔵文化財センター"
1703,257,4190,40,"Beta-186205",-26.1,NA,"Charred Remain","intcal13",3,"北埋調報198　北海道埋蔵文化財センター"
1704,257,4170,40,"Beta-186206",-26,NA,"Charred Remain","intcal13",3,"北埋調報198　北海道埋蔵文化財センター"
1705,257,4070,40,"Beta-186208",-26.4,NA,"Charred Remain","intcal13",3,"北埋調報198　北海道埋蔵文化財センター"
1706,257,3750,40,"Beta-186209",-24.4,NA,"Charred Remain","intcal13",3,"北埋調報198　北海道埋蔵文化財センター"
1707,257,4040,40,"Beta-186210",-26,NA,"Charred Remain","intcal13",3,"北埋調報198　北海道埋蔵文化財センター"
1708,257,4080,40,"Beta-186211",-24.5,NA,"Charred Remain","intcal13",3,"北埋調報198　北海道埋蔵文化財センター"
1711,257,7170,40,"Beta-186214",-24.9,NA,"Charred Remain","intcal13",3,"北埋調報198　北海道埋蔵文化財センター"
1714,257,4090,40,"Beta-186218",-24.6,NA,"Pottery Food Residue","intcal13",3,"北埋調報198　北海道埋蔵文化財センター"
1716,257,2610,40,"Beta-186220",-25.4,NA,"Wood","intcal13",3,"北埋調報198　北海道埋蔵文化財センター"
1717,257,2610,40,"Beta-186221",-25.5,NA,"Wood","intcal13",3,"北埋調報198　北海道埋蔵文化財センター"
1718,256,4210,40,"Beta-150475",-28,NA,"Charred Remain","intcal13",3,"北埋調報178　北海道埋蔵文化財センター"
1719,256,4150,50,"Beta-150476",-27.6,NA,"Charred Remain","intcal13",3,"北埋調報178　北海道埋蔵文化財センター"
1723,256,4220,40,"Beta-150481",-24.6,NA,"Organic Sediment","intcal13",3,"北埋調報178　北海道埋蔵文化財センター"
1724,255,4580,30,"IAAA-111485",-25.67,0.51,"Charred Remain","intcal13",3,"2012 北海道恵庭市発掘調査報告書"
1725,255,4570,30,"IAAA-111486",-24.71,0.65,"Charred Remain","intcal13",3,"2012 北海道恵庭市発掘調査報告書"
1726,255,4620,30,"IAAA-111487",-27.87,0.55,"Charred Remain","intcal13",3,"2012 北海道恵庭市発掘調査報告書"
1727,253,4270,40,"Beta-150573",-27,NA,"Charred Remain","intcal13",3,"北埋調報163　北海道埋蔵文化財センター"
1728,253,4410,40,"Beta-150574",-26.3,NA,"Charred Remain","intcal13",3,"北埋調報163　北海道埋蔵文化財センター"
1729,253,4360,40,"Beta-150575",-28.1,NA,"Charred Remain","intcal13",3,"北埋調報163　北海道埋蔵文化財センター"
1730,253,4370,40,"Beta-150576",-27.6,NA,"Charred Remain","intcal13",3,"北埋調報163　北海道埋蔵文化財センター"
1789,290,4130,40,"Beta-126234",-24.7,NA,"Charred Remain","intcal13",3,"北埋調報137　北海道埋蔵文化財センター"
1800,251,4160,60,"Beta-99577",-25.7,NA,"Charred Remain","intcal13",3,"千歳市文化財調査報告書XXIII"
1801,251,4200,50,"Beta-99578",-25.9,NA,"Charred Remain","intcal13",3,"千歳市文化財調査報告書XXIII"
1802,251,3620,60,"Beta-99579",-27.1,NA,"Charred Remain","intcal13",3,"千歳市文化財調査報告書XXIII"
1803,251,3510,60,"Beta-99580",-26.3,NA,"Charred Remain","intcal13",3,"千歳市文化財調査報告書XXIII"
1804,251,3810,60,"Beta-99581",-26.7,NA,"Charred Remain","intcal13",3,"千歳市文化財調査報告書XXIII"
1821,284,6870,90,"Beta-112925",-26.8,NA,"Charred Remain","intcal13",3,"北埋調報127　北海道埋蔵文化財センター"
1822,284,3040,50,"Beta-112026",-25.4,NA,"Charred Remain","intcal13",3,"北埋調報127　北海道埋蔵文化財センター"
1823,284,6910,60,"Beta-111127",-27.5,NA,"Charred Remain","intcal13",3,"北埋調報127　北海道埋蔵文化財センター"
1824,284,4150,50,"Beta-110228",-27.4,NA,"Charred Remain","intcal13",3,"北埋調報127　北海道埋蔵文化財センター"
1825,284,6910,50,"Beta-109329",-26.1,NA,"Charred Remain","intcal13",3,"北埋調報127　北海道埋蔵文化財センター"
1826,284,4490,50,"Beta-108430",-25.9,NA,"Charred Remain","intcal13",3,"北埋調報127　北海道埋蔵文化財センター"
1829,298,3000,80,"Beta-114523",-29,NA,"Charred Remain","intcal13",3,"札幌市文化財調査報告書58"
1830,298,3450,60,"Beta-114524",-29.3,NA,"Charred Remain","intcal13",3,"札幌市文化財調査報告書58"
1837,285,4470,50,"Beta-112923",-27.7,NA,"Wood","intcal13",3,"北埋調報126　北海道埋蔵文化財センター"
1838,285,3040,50,"Beta-112924",-26.6,NA,"Charred Remain","intcal13",3,"北埋調報126　北海道埋蔵文化財センター"
1839,299,3160,60,"Beta-112821",-25.2,NA,"Seed/Nut","intcal13",3,"北海道泊村教育委員会 1998.3"
1868,303,4700,40,"Beta-138358",-26.5,NA,"Charred Remain","intcal13",3,"北埋調報139　北海道埋蔵文化財センター"
1869,303,4700,50,"Beta-138259",-24.9,NA,"Charred Remain","intcal13",3,"北埋調報139　北海道埋蔵文化財センター"
1870,303,4570,40,"Beta-138360",-26.1,NA,"Charred Remain","intcal13",3,"北埋調報139　北海道埋蔵文化財センター"
1875,273,2470,60,"Beta-138134",-26.8,NA,"Charred Remain","intcal13",3,"北埋調報147　北海道埋蔵文化財センター"
1880,273,2510,60,"Beta-138139",-26,NA,"Charred Remain","intcal13",3,"北埋調報147　北海道埋蔵文化財センター"
1884,273,2560,60,"Beta-138143",-25.5,NA,"Charred Remain","intcal13",3,"北埋調報147　北海道埋蔵文化財センター"
1885,273,2530,60,"Beta-138144",-24.5,NA,"Charred Remain","intcal13",3,"北埋調報147　北海道埋蔵文化財センター"
1886,273,2540,60,"Beta-138145",-26.7,NA,"Charred Remain","intcal13",3,"北埋調報147　北海道埋蔵文化財センター"
1888,273,2540,40,"Beta-138147",-29.1,NA,"Charred Remain","intcal13",3,"北埋調報147　北海道埋蔵文化財センター"
1889,273,2500,40,"Beta-138148",-24.7,NA,"Charred Remain","intcal13",3,"北埋調報147　北海道埋蔵文化財センター"
1891,273,2510,40,"Beta-138150",-26.2,NA,"Charred Remain","intcal13",3,"北埋調報147　北海道埋蔵文化財センター"
1894,304,4880,60,"Beta-126160",-26.8,NA,"Charred Remain","intcal13",3,"北埋調報140　北海道埋蔵文化財センター"
1895,304,4530,70,"Beta-126161",-28.2,NA,"Charred Remain","intcal13",3,"北埋調報140　北海道埋蔵文化財センター"
1896,251,3510,50,"Beta-113927",-26.9,NA,"Charred Remain","intcal13",3,"北埋調報144　北海道埋蔵文化財センター"
1897,251,3260,50,"Beta-113928",-28.9,NA,"Charred Remain","intcal13",3,"北埋調報144　北海道埋蔵文化財センター"
1898,251,3190,40,"Beta-113930",-27.1,NA,"Charred Remain","intcal13",3,"北埋調報144　北海道埋蔵文化財センター"
1899,251,3280,40,"Beta-113932",-26.9,NA,"Charred Remain","intcal13",3,"北埋調報144　北海道埋蔵文化財センター"
1900,251,3130,40,"Beta-113933",-25.5,NA,"Charred Remain","intcal13",3,"北埋調報144　北海道埋蔵文化財センター"
1901,251,3170,40,"Beta-113934",-25.9,NA,"Charred Remain","intcal13",3,"北埋調報144　北海道埋蔵文化財センター"
1903,251,4120,40,"Beta-113937",-26.8,NA,"Charred Remain","intcal13",3,"北埋調報144　北海道埋蔵文化財センター"
1904,251,5320,40,"Beta-113938",-24.8,NA,"Charred Remain","intcal13",3,"北埋調報144　北海道埋蔵文化財センター"
1905,251,6710,50,"Beta-113940",-25.7,NA,"Charred Remain","intcal13",3,"北埋調報144　北海道埋蔵文化財センター"
1906,251,3220,40,"Beta-113944",-27.2,NA,"Charred Remain","intcal13",3,"北埋調報144　北海道埋蔵文化財センター"
1908,305,7280,70,"Beta-138161",-27.2,NA,"Wood","intcal13",3,"北埋調報151　北海道埋蔵文化財センター"
1909,305,5890,50,"Beta-138162",-24.5,NA,"Organic","intcal13",3,"北埋調報151　北海道埋蔵文化財センター"
1911,306,3790,40,"Beta-150577",-25.8,NA,"Charred Remain","intcal13",3,"北埋調報162　北海道埋蔵文化財センター"
1912,306,4290,40,"Beta-150578",-27.9,NA,"Charred Remain","intcal13",3,"北埋調報162　北海道埋蔵文化財センター"
1913,306,4070,40,"Beta-150579",-24.9,NA,"Charred Remain","intcal13",3,"北埋調報162　北海道埋蔵文化財センター"
1914,306,4320,40,"Beta-150580",-26.3,NA,"Charred Remain","intcal13",3,"北埋調報162　北海道埋蔵文化財センター"
1915,306,4010,50,"Beta-150581",-28.3,NA,"Charred Remain","intcal13",3,"北埋調報162　北海道埋蔵文化財センター"
1916,306,4360,40,"Beta-150582",-29.6,NA,"Charred Remain","intcal13",3,"北埋調報162　北海道埋蔵文化財センター"
1917,306,3590,40,"Beta-150583",-26.7,NA,"Charred Remain","intcal13",3,"北埋調報162　北海道埋蔵文化財センター"
1918,306,4340,40,"Beta-150584",-24.8,NA,"Charred Remain","intcal13",3,"北埋調報162　北海道埋蔵文化財センター"
1922,308,4660,40,"Beta-150460",-27.7,NA,"Charred Remain","intcal13",3,"北埋調報165　北海道埋蔵文化財センター"
1923,308,4590,50,"Beta-150461",-24.8,NA,"Charred Remain","intcal13",3,"北埋調報165　北海道埋蔵文化財センター"
1924,308,4820,50,"Beta-150462",-25.7,NA,"Charred Remain","intcal13",3,"北埋調報165　北海道埋蔵文化財センター"
1925,308,4760,40,"Beta-150463",-26.1,NA,"Charred Remain","intcal13",3,"北埋調報165　北海道埋蔵文化財センター"
1926,308,4590,40,"Beta-150464",-26.4,NA,"Charred Remain","intcal13",3,"北埋調報165　北海道埋蔵文化財センター"
1927,308,4790,40,"Beta-150465",-26.4,NA,"Charred Remain","intcal13",3,"北埋調報165　北海道埋蔵文化財センター"
1928,308,4780,50,"Beta-150466",-25.3,NA,"Charred Remain","intcal13",3,"北埋調報165　北海道埋蔵文化財センター"
1929,308,4550,50,"Beta-150467",-26.7,NA,"Charred Remain","intcal13",3,"北埋調報165　北海道埋蔵文化財センター"
1930,308,4630,50,"Beta-150468",-28.1,NA,"Charred Remain","intcal13",3,"北埋調報165　北海道埋蔵文化財センター"
1931,308,4700,40,"Beta-150469",-26,NA,"Charred Remain","intcal13",3,"北埋調報165　北海道埋蔵文化財センター"
1932,308,4750,40,"Beta-150470",-27.6,NA,"Charred Remain","intcal13",3,"北埋調報165　北海道埋蔵文化財センター"
1933,308,4720,50,"Beta-150471",-28,NA,"Charred Remain","intcal13",3,"北埋調報165　北海道埋蔵文化財センター"
1934,308,4640,40,"Beta-150472",-24.1,NA,"Charred Remain","intcal13",3,"北埋調報165　北海道埋蔵文化財センター"
1935,308,4680,40,"Beta-150473",-26.9,NA,"Charred Remain","intcal13",3,"北埋調報165　北海道埋蔵文化財センター"
1936,308,4750,50,"Beta-150474",-25,NA,"Charred Remain","intcal13",3,"北埋調報165　北海道埋蔵文化財センター"
1937,310,4350,40,"Beta-163030",-26.8,NA,"Charred Remain","intcal13",3,"北埋調報167　北海道埋蔵文化財センター"
1938,310,4410,40,"Beta-163031",-28,NA,"Charred Remain","intcal13",3,"北埋調報167　北海道埋蔵文化財センター"
1939,310,4360,40,"Beta-163032",-26.4,NA,"Charred Remain","intcal13",3,"北埋調報167　北海道埋蔵文化財センター"
1940,310,4430,40,"Beta-163033",-26,NA,"Charred Remain","intcal13",3,"北埋調報167　北海道埋蔵文化財センター"
1941,310,4380,40,"Beta-163034",-27.5,NA,"Charred Remain","intcal13",3,"北埋調報167　北海道埋蔵文化財センター"
1942,310,4500,40,"Beta-163035",-26,NA,"Charred Remain","intcal13",3,"北埋調報167　北海道埋蔵文化財センター"
1943,310,4540,40,"Beta-163036",-25.2,NA,"Pottery Food Residue","intcal13",3,"北埋調報167　北海道埋蔵文化財センター"
1947,310,4570,40,"Beta-163040",-24.1,NA,"Pottery Food Residue","intcal13",3,"北埋調報167　北海道埋蔵文化財センター"
1948,311,4470,40,"Beta-163046",-25.3,NA,"Charred Remain","intcal13",3,"北埋調報171　北海道埋蔵文化財センター"
1949,311,4460,40,"Beta-163047",-26.4,NA,"Charred Remain","intcal13",3,"北埋調報171　北海道埋蔵文化財センター"
1950,311,4460,40,"Beta-163048",-27.2,NA,"Charred Remain","intcal13",3,"北埋調報171　北海道埋蔵文化財センター"
1951,311,4490,40,"Beta-163049",-25,NA,"Charred Remain","intcal13",3,"北埋調報171　北海道埋蔵文化財センター"
1952,311,4500,40,"Beta-163050",-26.8,NA,"Charred Remain","intcal13",3,"北埋調報171　北海道埋蔵文化財センター"
1961,273,2920,40,"Beta-150489",-28.8,NA,"Seed/Nut","intcal13",3,"北埋調報160　北海道埋蔵文化財センター"
1962,273,2910,40,"Beta-150490",-30.4,NA,"Seed/Nut","intcal13",3,"北埋調報160　北海道埋蔵文化財センター"
1963,273,2840,40,"Beta-150491",-25.4,NA,"Seed/Nut","intcal13",3,"北埋調報160　北海道埋蔵文化財センター"
1964,273,2930,40,"Beta-150492",-25.3,NA,"Seed/Nut","intcal13",3,"北埋調報160　北海道埋蔵文化財センター"
1965,273,2930,40,"Beta-150493",-25.7,NA,"Seed/Nut","intcal13",3,"北埋調報160　北海道埋蔵文化財センター"
1966,273,2860,40,"Beta-150494",-28.5,NA,"Seed/Nut","intcal13",3,"北埋調報160　北海道埋蔵文化財センター"
1967,273,2920,40,"Beta-150495",-26.9,NA,"Seed/Nut","intcal13",3,"北埋調報160　北海道埋蔵文化財センター"
1968,273,2860,40,"Beta-150496",-28.6,NA,"Wood","intcal13",3,"北埋調報160　北海道埋蔵文化財センター"
1969,273,2880,40,"Beta-150497",-28.4,NA,"Wood","intcal13",3,"北埋調報160　北海道埋蔵文化財センター"
1970,273,4740,40,"Beta-150498",-28.2,NA,"Wood","intcal13",3,"北埋調報160　北海道埋蔵文化財センター"
1988,316,3890,110,"Beta-93104",-28,NA,"Charred Remain","intcal13",3,"函館市教育委員会 1999.3"
1989,316,3730,60,"Beta-93105",-27.2,NA,"Charred Remain","intcal13",3,"函館市教育委員会 1999.3"
1990,316,7430,60,"Beta-89464",-28.6,NA,"Charred Remain","intcal13",3,"函館市教育委員会 1999.3"
1993,318,2650,60,"Beta-139801",-26.8,NA,"Charred Remain","intcal13",3,"北埋調報156　北海道埋蔵文化財センター"
1999,320,6990,50,"Beta-126222",-28.4,NA,"Charred Remain","intcal13",3,"北埋調報131　北海道埋蔵文化財センター"
2003,320,7030,40,"Beta-126226",-28.1,NA,"Charred Remain","intcal13",3,"北埋調報131　北海道埋蔵文化財センター"
2004,320,6880,40,"Beta-126227",-25,NA,"Charred Remain","intcal13",3,"北埋調報131　北海道埋蔵文化財センター"
2005,320,7050,40,"Beta-126228",-27.3,NA,"Charred Remain","intcal13",3,"北埋調報131　北海道埋蔵文化財センター"
2007,320,7150,40,"Beta-126230",-26.3,NA,"Charred Remain","intcal13",3,"北埋調報131　北海道埋蔵文化財センター"
2008,320,7270,40,"Beta-126231",-26.8,NA,"Charred Remain","intcal13",3,"北埋調報131　北海道埋蔵文化財センター"
2012,324,4390,80,"Beta-138930",-27.5,NA,"Charred Remain","intcal13",3,"北海道北見市教育委員会 2000.7"
2013,325,4115,37,"IAAA-82684",-25.98,0.77,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2017,325,4186,37,"IAAA-82688",-27.2,0.85,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2019,325,4214,37,"IAAA-82690",-25.02,0.77,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2020,325,4202,36,"IAAA-82691",-25.29,0.79,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2021,325,4226,37,"IAAA-82692",-29.23,0.86,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2023,325,4458,29,"IAAA-102921",-27.58,0.44,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2024,325,4303,30,"IAAA-102922",-27.24,0.51,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2025,325,4439,29,"IAAA-102923",-29.16,0.42,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2026,325,4469,29,"IAAA-102924",-26.71,0.51,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2027,325,4567,29,"IAAA-102925",-26.1,0.45,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2028,325,4510,30,"IAAA-102926",-26.64,0.47,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2029,325,4496,29,"IAAA-102927",-26.35,0.6,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2030,325,4089,26,"IAAA-112180",-30.27,0.52,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2032,325,4146,29,"IAAA-112182",-26.07,0.48,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2033,325,4439,27,"IAAA-112183",-25.36,0.49,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2034,325,4503,27,"IAAA-112184",-24.69,0.5,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2035,325,4569,28,"IAAA-112185",-24.57,0.44,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2036,325,4561,29,"IAAA-112186",-24.68,0.46,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2037,325,4444,28,"IAAA-112187",-25.85,0.6,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2038,325,4499,28,"IAAA-112188",-26.35,0.58,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2040,325,4402,29,"IAAA-112190",-24.16,0.49,"Wood","intcal13",3,"北埋調報303　北海道埋蔵文化財センター"
2043,326,2574,25,"IAAA-72133",-28.36,0.59,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2044,326,2581,26,"IAAA-72134",-24.18,0.64,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2045,326,2543,25,"IAAA-72135",-28.89,0.56,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2047,326,3085,25,"IAAA-72137",-25.89,0.35,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2048,326,2555,26,"IAAA-72138",-24.51,0.5,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2050,326,2504,25,"IAAA-72140",-25.98,0.37,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2052,326,2594,26,"IAAA-72142",-25.95,0.41,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2053,326,2588,26,"IAAA-72143",-26.8,0.7,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2054,326,2532,26,"IAAA-72144",-24.49,0.52,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2055,326,2597,25,"IAAA-72145",-24.2,0.37,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2056,326,2534,26,"IAAA-72146",-25.05,0.76,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2058,326,4174,27,"IAAA-72148",-26.98,0.57,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2060,326,2503,26,"IAAA-72150",-24.12,0.55,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2062,326,2578,25,"IAAA-72152",-27.68,0.37,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2064,326,2505,26,"IAAA-72154",-27.6,0.41,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2065,326,2542,25,"IAAA-72155",-25.74,0.6,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2067,326,2511,26,"IAAA-72157",-26.23,0.72,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2068,326,2499,26,"IAAA-72158",-29.57,0.67,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2069,326,2545,26,"IAAA-72159",-24.77,0.72,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2070,326,2601,26,"IAAA-72160",-24.79,0.38,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2071,326,2554,26,"IAAA-72161",-26.44,0.41,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2074,326,3940,25,"IAAA-72164",-24.42,0.35,"Wood","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2075,326,4119,32,"IAAA-72185",-27.57,0.45,"Charred Remain","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2076,326,4132,31,"IAAA-72186",-24.24,0.28,"Charred Remain","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2077,326,4028,34,"IAAA-72187",-34.1,0.37,"Charred Remain","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2078,326,4075,32,"IAAA-72188",-28.01,0.51,"Charred Remain","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2079,326,4024,32,"IAAA-72189",-28.04,0.34,"Charred Remain","intcal13",3,"北埋調報306　北海道埋蔵文化財センター"
2082,327,3590,30,"IAAA-130803",-25.66,0.4,"Charred Remain","intcal13",3,"日高町教育委員会、平成２６年"
2083,328,4040,20,"IAAA-140291",-24.15,0.47,"Seed/Nut","intcal13",3,"日高町教育委員会、平成２６年"
2084,328,4070,30,"IAAA-140292",-26.64,0.33,"Seed/Nut","intcal13",3,"日高町教育委員会、平成２６年"
2087,328,4160,30,"IAAA-140295",-25.83,0.67,"Charred Remain","intcal13",3,"日高町教育委員会、平成２６年"
2093,329,4200,30,"IAAA-143037",-26.25,0.28,"Wood","intcal13",3,"恵庭市教育委員会, 2015"
2095,329,3940,30,"IAAA-143039",-26.23,0.3,"Wood","intcal13",3,"恵庭市教育委員会, 2015"
2096,329,4180,30,"IAAA-143040",-25.2,0.28,"Wood","intcal13",3,"恵庭市教育委員会, 2015"
2097,329,4260,30,"IAAA-143041",-27.57,0.28,"Wood","intcal13",3,"恵庭市教育委員会, 2015"
2098,329,4280,30,"IAAA-143042",-25.07,0.28,"Wood","intcal13",3,"恵庭市教育委員会, 2015"
2099,329,4130,30,"IAAA-143043",-25.39,0.27,"Wood","intcal13",3,"恵庭市教育委員会, 2015"
2100,329,4310,30,"IAAA-143044",-24.41,0.33,"Wood","intcal13",3,"恵庭市教育委員会, 2015"
2101,329,3870,30,"IAAA-143045",-30.28,0.25,"Wood","intcal13",3,"恵庭市教育委員会, 2015"
2102,329,4400,30,"IAAA-143046",-25.3,0.25,"Wood","intcal13",3,"恵庭市教育委員会, 2015"
2103,329,4340,30,"IAAA-143047",-27.19,0.28,"Wood","intcal13",3,"恵庭市教育委員会, 2015"
2104,254,3006,22,"PLD-28345",-26.35,0.2,"Charred Remain","intcal13",3,"恵庭市教育委員会, 2015"
2105,254,2950,22,"PLD-28346",-26.34,0.2,"Charred Remain","intcal13",3,"恵庭市教育委員会, 2015"
2109,330,5274,24,"PLD-19650",-25.43,0.11,"Pottery Food Residue","intcal13",3,"伊達市噴火湾文化研究所, 2011.3-"
2113,330,5206,28,"PLD-19654",-27.75,0.16,"Charred Remain","intcal13",3,"伊達市噴火湾文化研究所, 2011.3-"
2114,330,5011,26,"PLD-19655",-25.66,0.17,"Charred Remain","intcal13",3,"伊達市噴火湾文化研究所, 2011.3-"
2115,330,5112,27,"PLD-19656",-25.73,0.15,"Charred Remain","intcal13",3,"伊達市噴火湾文化研究所, 2011.3-"
2116,331,4018,25,"PLD-23012",-25.69,0.15,"Pottery Food Residue","intcal13",3,"北斗市教育委員会社会教育課 , 函館市埋蔵文化財事業団 2012.3-"
2117,331,3831,25,"PLD-23013",-26.12,0.17,"Charred Remain","intcal13",3,"北斗市教育委員会社会教育課 , 函館市埋蔵文化財事業団 2012.3-"
